timestamp,call_time,prob_bat,c1,p1,c2,p2,c3,p3
1506131548765,1.439,0.958,Nyctalus leisleri,0.818,Pipistrellus nathusii,0.147,Pipistrellus pipistrellus,0.026
1506153277111,0.351,0.996,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pygmaeus,0.0
1506153277111,0.954,0.962,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1506165246021,1.03,0.959,Pipistrellus nathusii,1.0,Pipistrellus pipistrellus,0.0,Nyctalus leisleri,0.0
1506166410416,1.971,0.971,Pipistrellus nathusii,0.985,Pipistrellus pipistrellus,0.011,Nyctalus leisleri,0.003
1506166861981,1.035,0.967,Pipistrellus pygmaeus,1.0,Nyctalus leisleri,0.0,Plecotus austriacus,0.0
1506166861981,0.976,0.997,Pipistrellus pygmaeus,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1506168125847,2.267,0.954,Pipistrellus nathusii,0.996,Nyctalus leisleri,0.004,Pipistrellus pipistrellus,0.0
1506169380248,2.834,0.961,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pygmaeus,0.0
1506170725410,0.249,0.967,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1506175646467,0.276,0.952,Nyctalus leisleri,1.0,Pipistrellus pygmaeus,0.0,Pipistrellus pipistrellus,0.0
1506192862215,0.341,0.973,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
