"timestamp","call_time","prob_bat","c1","p1","c2","p2","c3","p3","datetime","date"
1517380978302,1.546,0.978,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-01-31 06:42:58,2018-01-31
1517385085652,1.174,0.986,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-01-31 07:51:25,2018-01-31
1517387254049,0.222,0.961,"Pipistrellus pipistrellus",1,"Nyctalus leisleri",0,"Pipistrellus nathusii",0,2018-01-31 08:27:34,2018-01-31
1517388447635,0.335,0.995,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-01-31 08:47:27,2018-01-31
1517388447635,0.409,0.998,"Pipistrellus pygmaeus",0.951,"Pipistrellus pipistrellus",0.049,"Nyctalus leisleri",0,2018-01-31 08:47:27,2018-01-31
1517388447635,0.911,0.974,"Pipistrellus pipistrellus",0.45,"Pipistrellus nathusii",0.41,"Pipistrellus pygmaeus",0.134,2018-01-31 08:47:27,2018-01-31
1517390516123,0.599,0.964,"Pipistrellus pygmaeus",1,"Pipistrellus nathusii",0,"Myotis brandtii",0,2018-01-31 09:21:56,2018-01-31
1517390744176,2.963,0.991,"Pipistrellus pipistrellus",0.986,"Pipistrellus nathusii",0.011,"Nyctalus leisleri",0.002,2018-01-31 09:25:44,2018-01-31
1517390834829,0.27,0.952,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Myotis brandtii",0,2018-01-31 09:27:14,2018-01-31
1517390834829,0.243,0.976,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-01-31 09:27:14,2018-01-31
1517390834829,0.157,0.998,"Pipistrellus pygmaeus",1,"Pipistrellus pipistrellus",0,"Nyctalus leisleri",0,2018-01-31 09:27:14,2018-01-31
1517390834829,0.658,0.974,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Plecotus austriacus",0,2018-01-31 09:27:14,2018-01-31
1517390834829,0.997,0.96,"Pipistrellus pipistrellus",1,"Nyctalus leisleri",0,"Pipistrellus nathusii",0,2018-01-31 09:27:14,2018-01-31
1517391371981,2.79,0.958,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Pipistrellus pygmaeus",0,2018-01-31 09:36:11,2018-01-31
1517392874416,1.1,0.966,"Pipistrellus nathusii",0.949,"Nyctalus leisleri",0.036,"Myotis brandtii",0.013,2018-01-31 10:01:14,2018-01-31
1517392974394,0.572,0.953,"Pipistrellus nathusii",0.998,"Pipistrellus pygmaeus",0.002,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,0.609,0.965,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,0.755,0.959,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,0.868,0.98,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,1.127,0.988,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,0.986,0.979,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,1.131,0.981,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,1.234,0.953,"Pipistrellus nathusii",0.846,"Pipistrellus pipistrellus",0.154,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,1.557,0.973,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,1.865,0.954,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,1.692,0.972,"Pipistrellus pipistrellus",1,"Pipistrellus pygmaeus",0,"Pipistrellus nathusii",0,2018-01-31 10:02:54,2018-01-31
1517392974394,1.977,0.954,"Pipistrellus pipistrellus",0.711,"Pipistrellus nathusii",0.289,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
1517392974394,1.912,0.99,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-01-31 10:02:54,2018-01-31
