timestamp,call_time,prob_bat,c1,p1,c2,p2,c3,p3
1520776728552,0.108,0.962,Pipistrellus pipistrellus,1.0,Pipistrellus pygmaeus,0.0,Pipistrellus nathusii,0.0
1521227098457,2.543,0.975,Pipistrellus pipistrellus,0.984,Pipistrellus nathusii,0.008,Pipistrellus pygmaeus,0.005
1521447678059,0.157,0.98,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1521886667310,1.342,0.996,Pipistrellus pipistrellus,1.0,Pipistrellus pygmaeus,0.0,Pipistrellus nathusii,0.0
1522004570919,0.303,0.994,Pipistrellus pipistrellus,0.971,Pipistrellus nathusii,0.028,Pipistrellus pygmaeus,0.001
1522005319577,0.086,1.0,Pipistrellus pipistrellus,0.922,Pipistrellus nathusii,0.078,Nyctalus leisleri,0.0
1522009884899,1.309,0.998,Pipistrellus pipistrellus,0.998,Pipistrellus nathusii,0.002,Myotis daubentonii,0.0
1522009884899,1.131,1.0,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Myotis daubentonii,0.0
1522009884899,1.665,0.998,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Pipistrellus pygmaeus,0.0
1522009884899,2.036,0.999,Pipistrellus pipistrellus,0.996,Pipistrellus nathusii,0.004,Myotis daubentonii,0.0
1522009884899,2.215,0.987,Pipistrellus pipistrellus,0.981,Pipistrellus nathusii,0.019,Nyctalus leisleri,0.0
1522009884899,2.386,0.989,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Myotis daubentonii,0.0
1522012718713,1.54,0.977,Pipistrellus pipistrellus,0.999,Pipistrellus nathusii,0.001,Pipistrellus pygmaeus,0.0
1522012718713,2.09,0.972,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Pipistrellus pygmaeus,0.0
1522012718713,2.397,0.997,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Myotis daubentonii,0.0
1522012718713,2.844,1.0,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Pipistrellus pygmaeus,0.0
1522082782673,2.258,0.987,Pipistrellus pygmaeus,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1522082782673,2.112,0.986,Pipistrellus nathusii,1.0,Pipistrellus pipistrellus,0.0,Pipistrellus pygmaeus,0.0
1522082782673,2.267,0.957,Pipistrellus pygmaeus,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1522085327646,1.293,0.988,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Pipistrellus pygmaeus,0.0
1522091942384,2.871,0.992,Pipistrellus pipistrellus,0.951,Pipistrellus nathusii,0.049,Pipistrellus pygmaeus,0.0
1522097510307,2.942,0.994,Pipistrellus pygmaeus,0.999,Nyctalus leisleri,0.001,Myotis brandtii,0.0
1522784393313,1.196,0.969,Plecotus auritus,0.684,Myotis daubentonii,0.194,Pipistrellus nathusii,0.068
1522784483556,1.331,0.994,Pipistrellus nathusii,0.843,Pipistrellus pipistrellus,0.157,Nyctalus leisleri,0.0
1522784646055,2.953,0.984,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Myotis daubentonii,0.0
1522784655059,2.586,0.99,Pipistrellus pipistrellus,0.992,Pipistrellus nathusii,0.007,Myotis daubentonii,0.001
1522784664141,0.124,0.984,Pipistrellus pipistrellus,0.997,Pipistrellus nathusii,0.002,Myotis daubentonii,0.001
1522784664141,0.243,0.998,Pipistrellus pipistrellus,0.997,Myotis daubentonii,0.002,Pipistrellus nathusii,0.0
1522784763545,1.003,0.999,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1522784763545,1.212,0.988,Pipistrellus nathusii,0.599,Pipistrellus pipistrellus,0.398,Pipistrellus pygmaeus,0.001
1522784826686,1.53,0.965,Pipistrellus pipistrellus,0.996,Nyctalus leisleri,0.002,Pipistrellus nathusii,0.002
1522784907858,2.603,0.96,Pipistrellus pipistrellus,0.977,Pipistrellus nathusii,0.017,Myotis daubentonii,0.006
1522785034286,1.089,0.958,Pipistrellus pipistrellus,0.732,Pipistrellus nathusii,0.264,Pipistrellus pygmaeus,0.002
1522785034286,1.185,0.976,Pipistrellus pipistrellus,0.966,Pipistrellus nathusii,0.033,Nyctalus leisleri,0.001
1522785034286,1.39,0.975,Pipistrellus pipistrellus,0.988,Myotis daubentonii,0.011,Pipistrellus nathusii,0.0
1522785377076,1.928,0.983,Pipistrellus pipistrellus,0.702,Pipistrellus nathusii,0.295,Myotis daubentonii,0.001
1522785476299,0.124,0.994,Pipistrellus pipistrellus,0.769,Pipistrellus nathusii,0.223,Myotis daubentonii,0.006
1522785476299,0.399,0.979,Pipistrellus pipistrellus,0.756,Pipistrellus nathusii,0.243,Nyctalus leisleri,0.0
1522785503458,2.478,0.974,Pipistrellus pipistrellus,0.825,Pipistrellus nathusii,0.101,Myotis daubentonii,0.06
1522785828388,0.335,0.971,Pipistrellus nathusii,0.884,Pipistrellus pipistrellus,0.113,Myotis daubentonii,0.001
1522785828388,0.011,0.956,Pipistrellus pipistrellus,1.0,Nyctalus leisleri,0.0,Pipistrellus pygmaeus,0.0
1522786135162,1.838,0.974,Pipistrellus pipistrellus,0.996,Myotis daubentonii,0.003,Pipistrellus nathusii,0.0
1522786135162,1.934,0.985,Pipistrellus nathusii,0.58,Pipistrellus pipistrellus,0.415,Myotis daubentonii,0.003
1522786144174,2.327,0.973,Pipistrellus pipistrellus,0.997,Pipistrellus nathusii,0.003,Nyctalus leisleri,0.0
1522786216473,1.326,0.968,Pipistrellus pipistrellus,0.985,Nyctalus leisleri,0.008,Pipistrellus nathusii,0.007
1522786216473,2.64,0.961,Pipistrellus nathusii,0.439,Myotis daubentonii,0.259,Pipistrellus pipistrellus,0.235
1522786342933,0.463,0.961,Pipistrellus pipistrellus,0.987,Pipistrellus nathusii,0.012,Myotis daubentonii,0.0
1522786433271,1.255,0.982,Pipistrellus pipistrellus,0.965,Pipistrellus nathusii,0.017,Myotis daubentonii,0.016
1522786442296,0.33,0.99,Pipistrellus pipistrellus,1.0,Myotis daubentonii,0.0,Pipistrellus nathusii,0.0
1522786505487,1.185,0.98,Pipistrellus pipistrellus,0.985,Pipistrellus nathusii,0.015,Myotis daubentonii,0.0
1522786541562,0.054,0.955,Pipistrellus pipistrellus,0.684,Pipistrellus nathusii,0.212,Myotis daubentonii,0.103
1522786595779,0.518,0.985,Pipistrellus pipistrellus,0.609,Pipistrellus nathusii,0.383,Myotis daubentonii,0.007
1522786595779,0.754,0.998,Pipistrellus pipistrellus,0.999,Pipistrellus nathusii,0.001,Myotis daubentonii,0.0
1522786640884,1.816,0.969,Pipistrellus nathusii,0.591,Pipistrellus pipistrellus,0.388,Myotis daubentonii,0.016
1522786658907,0.314,0.984,Pipistrellus nathusii,0.515,Pipistrellus pipistrellus,0.388,Myotis daubentonii,0.081
1522786658907,0.032,0.986,Pipistrellus pipistrellus,0.964,Pipistrellus nathusii,0.035,Myotis daubentonii,0.001
1522786749217,1.573,0.962,Pipistrellus pipistrellus,0.987,Myotis daubentonii,0.008,Pipistrellus nathusii,0.004
1522786758234,1.407,0.96,Pipistrellus pipistrellus,0.996,Pipistrellus nathusii,0.003,Myotis daubentonii,0.001
1522786848576,1.971,0.961,Pipistrellus pipistrellus,0.987,Pipistrellus nathusii,0.007,Nyctalus leisleri,0.004
1522786956799,0.797,0.994,Pipistrellus pipistrellus,1.0,Myotis daubentonii,0.0,Pipistrellus nathusii,0.0
1522787074002,0.254,0.991,Pipistrellus pipistrellus,0.955,Myotis daubentonii,0.044,Pipistrellus nathusii,0.001
1522787083006,0.707,0.993,Pipistrellus pipistrellus,0.999,Myotis daubentonii,0.0,Pipistrellus nathusii,0.0
1522787182340,2.731,0.965,Pipistrellus nathusii,0.771,Pipistrellus pipistrellus,0.218,Myotis daubentonii,0.008
1522787182340,2.834,0.957,Myotis daubentonii,0.752,Pipistrellus pipistrellus,0.153,Pipistrellus nathusii,0.085
1522787227564,2.693,0.984,Pipistrellus pipistrellus,0.972,Myotis daubentonii,0.028,Pipistrellus nathusii,0.0
1522787416983,2.871,0.994,Pipistrellus nathusii,0.978,Pipistrellus pipistrellus,0.014,Myotis daubentonii,0.008
1522787742017,0.458,0.996,Pipistrellus pipistrellus,0.996,Pipistrellus nathusii,0.003,Myotis daubentonii,0.0
1522787769149,2.155,0.971,Pipistrellus nathusii,0.922,Pipistrellus pipistrellus,0.065,Myotis daubentonii,0.01
1522787814284,2.321,0.953,Pipistrellus pipistrellus,0.966,Pipistrellus nathusii,0.028,Myotis daubentonii,0.005
1522787850552,1.385,0.973,Pipistrellus pipistrellus,0.573,Myotis daubentonii,0.394,Pipistrellus nathusii,0.032
1522788012898,1.336,0.952,Pipistrellus pipistrellus,0.995,Pipistrellus nathusii,0.002,Myotis daubentonii,0.002
1522788202338,2.413,0.978,Pipistrellus pipistrellus,0.999,Pipistrellus nathusii,0.001,Myotis daubentonii,0.0
1522788301661,1.234,0.979,Pipistrellus pipistrellus,0.973,Myotis daubentonii,0.026,Pipistrellus pygmaeus,0.0
1522788436940,0.211,0.955,Pipistrellus pipistrellus,0.929,Pipistrellus nathusii,0.054,Myotis daubentonii,0.016
1522788743755,0.114,0.953,Pipistrellus pipistrellus,0.981,Pipistrellus nathusii,0.018,Nyctalus leisleri,0.001
1522788851982,1.272,0.96,Pipistrellus pipistrellus,0.74,Pipistrellus nathusii,0.138,Myotis daubentonii,0.12
1522789167599,0.097,0.986,Pipistrellus nathusii,0.592,Pipistrellus pipistrellus,0.403,Myotis daubentonii,0.003
1522789167599,0.976,0.987,Pipistrellus pipistrellus,0.895,Pipistrellus nathusii,0.103,Myotis daubentonii,0.001
1522789311875,0.211,0.988,Pipistrellus pipistrellus,0.98,Pipistrellus nathusii,0.02,Myotis daubentonii,0.0
1522789320893,0.092,0.998,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Pipistrellus pygmaeus,0.0
1522789329916,2.655,0.971,Pipistrellus pipistrellus,0.999,Myotis daubentonii,0.001,Pipistrellus nathusii,0.0
1522789474278,2.888,0.973,Pipistrellus pipistrellus,1.0,Myotis daubentonii,0.0,Pipistrellus nathusii,0.0
1522789483294,2.953,0.977,Pipistrellus nathusii,0.583,Pipistrellus pipistrellus,0.397,Myotis daubentonii,0.01
1522789483294,2.715,0.988,Pipistrellus nathusii,0.493,Pipistrellus pipistrellus,0.485,Myotis daubentonii,0.021
1522789573459,0.604,0.971,Pipistrellus pipistrellus,0.999,Pipistrellus nathusii,0.001,Myotis daubentonii,0.0
1522789582482,1.369,0.997,Pipistrellus pipistrellus,0.932,Pipistrellus nathusii,0.068,Nyctalus leisleri,0.0
1522789627751,1.551,0.981,Pipistrellus pipistrellus,0.874,Pipistrellus nathusii,0.064,Myotis daubentonii,0.059
1522789645777,2.624,0.993,Pipistrellus pipistrellus,0.942,Myotis daubentonii,0.048,Pipistrellus nathusii,0.01
1522789699879,1.122,0.999,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Myotis daubentonii,0.0
1522789772000,0.303,0.974,Pipistrellus pipistrellus,0.936,Pipistrellus nathusii,0.063,Myotis daubentonii,0.001
