"timestamp","call_time","prob_bat","c1","p1","c2","p2","c3","p3","datetime","date"
1524725160428,0.474,0.974,"Pipistrellus nathusii",0.935,"Nyctalus leisleri",0.029,"Myotis brandtii",0.023,2018-04-26 07:46:00,2018-04-26
1524725160428,0.561,0.967,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-26 07:46:00,2018-04-26
1524725160428,0.808,0.966,"Nyctalus leisleri",0.821,"Pipistrellus pipistrellus",0.17,"Pipistrellus nathusii",0.009,2018-04-26 07:46:00,2018-04-26
1524726830285,1.003,0.962,"Pipistrellus pipistrellus",1,"Nyctalus leisleri",0,"Pipistrellus nathusii",0,2018-04-26 08:13:50,2018-04-26
1524728870285,0.911,0.982,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pygmaeus",0,2018-04-26 08:47:50,2018-04-26
1524744098916,0.043,1,"Pipistrellus nathusii",0.97,"Pipistrellus pipistrellus",0.028,"Nyctalus leisleri",0.001,2018-04-26 13:01:38,2018-04-26
1524744098916,0.146,0.997,"Pipistrellus nathusii",0.987,"Pipistrellus pipistrellus",0.013,"Pipistrellus pygmaeus",0,2018-04-26 13:01:38,2018-04-26
1524744098916,0.501,0.95,"Pipistrellus pipistrellus",0.759,"Pipistrellus nathusii",0.239,"Nyctalus leisleri",0.002,2018-04-26 13:01:38,2018-04-26
1524751717377,0.959,0.985,"Pipistrellus pipistrellus",0.728,"Pipistrellus nathusii",0.272,"Nyctalus leisleri",0,2018-04-26 15:08:37,2018-04-26
1524753495843,0.141,0.965,"Pipistrellus pipistrellus",0.995,"Pipistrellus nathusii",0.004,"Nyctalus leisleri",0.001,2018-04-26 15:38:15,2018-04-26
1524753495843,0.335,0.971,"Pipistrellus pipistrellus",0.967,"Pipistrellus nathusii",0.033,"Nyctalus leisleri",0,2018-04-26 15:38:15,2018-04-26
1524756719241,0.373,0.974,"Pipistrellus nathusii",0.992,"Nyctalus leisleri",0.005,"Pipistrellus pipistrellus",0.003,2018-04-26 16:31:59,2018-04-26
1524760727007,1.822,0.963,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Plecotus auritus",0,2018-04-26 17:38:47,2018-04-26
1524761620831,1.876,0.97,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-26 17:53:40,2018-04-26
1524761620831,1.735,0.984,"Pipistrellus pipistrellus",0.93,"Pipistrellus pygmaeus",0.067,"Nyctalus noctula",0.003,2018-04-26 17:53:40,2018-04-26
1524761620831,1.659,0.999,"Pipistrellus pygmaeus",1,"Myotis brandtii",0,"Pipistrellus nathusii",0,2018-04-26 17:53:40,2018-04-26
1524761620831,2.619,0.996,"Nyctalus leisleri",0.883,"Pipistrellus pipistrellus",0.085,"Pipistrellus pygmaeus",0.023,2018-04-26 17:53:40,2018-04-26
1524761620831,2.338,0.999,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Nyctalus noctula",0,2018-04-26 17:53:40,2018-04-26
1524761620831,2.655,0.991,"Pipistrellus pipistrellus",0.807,"Pipistrellus nathusii",0.166,"Nyctalus noctula",0.02,2018-04-26 17:53:40,2018-04-26
1524761620831,2.688,0.966,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-26 17:53:40,2018-04-26
1524763723768,1.923,0.958,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pygmaeus",0,2018-04-26 18:28:43,2018-04-26
1524765889864,1.304,0.951,"Pipistrellus pipistrellus",0.964,"Pipistrellus nathusii",0.036,"Nyctalus leisleri",0,2018-04-26 19:04:49,2018-04-26
1524765889864,1.649,0.975,"Pipistrellus nathusii",1,"Pipistrellus pipistrellus",0,"Nyctalus leisleri",0,2018-04-26 19:04:49,2018-04-26
1524765889864,1.622,0.953,"Pipistrellus nathusii",1,"Pipistrellus pipistrellus",0,"Nyctalus leisleri",0,2018-04-26 19:04:49,2018-04-26
1524765889864,2.144,0.982,"Pipistrellus nathusii",0.918,"Nyctalus leisleri",0.077,"Pipistrellus pipistrellus",0.005,2018-04-26 19:04:49,2018-04-26
1524770963742,0.259,0.999,"Pipistrellus nathusii",0.886,"Pipistrellus pipistrellus",0.114,"Nyctalus leisleri",0,2018-04-26 20:29:23,2018-04-26
1524770963742,0.393,1,"Pipistrellus nathusii",1,"Pipistrellus pipistrellus",0,"Nyctalus leisleri",0,2018-04-26 20:29:23,2018-04-26
1524770963742,1.095,1,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-26 20:29:23,2018-04-26
1524770963742,1.228,0.975,"Pipistrellus pipistrellus",0.749,"Pipistrellus nathusii",0.251,"Nyctalus leisleri",0,2018-04-26 20:29:23,2018-04-26
1524770963742,1.477,0.973,"Pipistrellus nathusii",0.594,"Pipistrellus pipistrellus",0.406,"Nyctalus leisleri",0,2018-04-26 20:29:23,2018-04-26
1524770963742,1.789,0.953,"Pipistrellus pipistrellus",0.998,"Pipistrellus nathusii",0.002,"Pipistrellus pygmaeus",0,2018-04-26 20:29:23,2018-04-26
