timestamp,call_time,prob_bat,c1,p1,c2,p2,c3,p3
1504569572009,2.78,0.973,Pipistrellus pipistrellus,1.0,Nyctalus leisleri,0.0,Pipistrellus pygmaeus,0.0
1504569572009,2.985,0.98,Pipistrellus pipistrellus,0.998,Pipistrellus nathusii,0.002,Nyctalus leisleri,0.0
1504569581243,0.346,1.0,Pipistrellus pipistrellus,0.993,Pipistrellus nathusii,0.006,Nyctalus leisleri,0.001
1504569581243,0.609,1.0,Pipistrellus pipistrellus,0.991,Pipistrellus nathusii,0.009,Nyctalus leisleri,0.0
1504569581243,0.426,0.992,Pipistrellus pipistrellus,0.584,Pipistrellus nathusii,0.395,Myotis daubentonii,0.011
1504569581243,0.707,0.986,Pipistrellus pipistrellus,0.642,Pipistrellus nathusii,0.344,Nyctalus leisleri,0.012
1504569581243,0.873,0.997,Pipistrellus pipistrellus,0.89,Myotis daubentonii,0.11,Nyctalus leisleri,0.0
1504569581243,0.797,1.0,Pipistrellus pipistrellus,0.602,Pipistrellus nathusii,0.398,Nyctalus leisleri,0.0
1504569581243,1.659,1.0,Pipistrellus pipistrellus,1.0,Myotis daubentonii,0.0,Pipistrellus nathusii,0.0
1504569581243,1.589,1.0,Pipistrellus nathusii,0.999,Pipistrellus pipistrellus,0.001,Nyctalus leisleri,0.0
1504569581243,1.773,0.989,Pipistrellus pipistrellus,0.927,Pipistrellus nathusii,0.057,Nyctalus leisleri,0.009
1504569581243,2.505,0.998,Pipistrellus pipistrellus,0.956,Pipistrellus nathusii,0.021,Myotis daubentonii,0.021
1504569581243,2.359,1.0,Pipistrellus pipistrellus,0.998,Myotis daubentonii,0.001,Pipistrellus nathusii,0.001
1504569581243,2.586,1.0,Pipistrellus pipistrellus,0.998,Myotis daubentonii,0.001,Pipistrellus nathusii,0.0
1504569581243,2.671,1.0,Pipistrellus pipistrellus,0.652,Pipistrellus nathusii,0.33,Myotis daubentonii,0.017
1504569581243,2.844,1.0,Pipistrellus pipistrellus,0.999,Myotis daubentonii,0.001,Pipistrellus nathusii,0.0
1504569581243,2.758,1.0,Pipistrellus pipistrellus,0.998,Myotis daubentonii,0.002,Pipistrellus nathusii,0.0
1504569581243,2.925,1.0,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1504569590360,1.794,1.0,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1504569663094,1.428,0.993,Pipistrellus pipistrellus,0.943,Myotis daubentonii,0.044,Pipistrellus nathusii,0.01
1504569663094,1.6,0.999,Pipistrellus pipistrellus,0.994,Pipistrellus nathusii,0.005,Nyctalus leisleri,0.001
1504569663094,2.139,1.0,Pipistrellus pipistrellus,0.862,Pipistrellus nathusii,0.138,Nyctalus leisleri,0.0
1504569663094,1.966,1.0,Pipistrellus pipistrellus,1.0,Myotis daubentonii,0.0,Pipistrellus nathusii,0.0
1504569663094,2.231,1.0,Pipistrellus pipistrellus,0.995,Myotis daubentonii,0.003,Pipistrellus nathusii,0.002
1504569663094,2.381,1.0,Pipistrellus pipistrellus,0.987,Myotis daubentonii,0.009,Pipistrellus nathusii,0.004
1504569663094,2.311,1.0,Pipistrellus pipistrellus,1.0,Myotis daubentonii,0.0,Nyctalus leisleri,0.0
1504569663094,2.446,1.0,Pipistrellus pipistrellus,0.966,Pipistrellus nathusii,0.029,Myotis daubentonii,0.004
1504569672214,0.173,0.999,Pipistrellus pipistrellus,1.0,Myotis daubentonii,0.0,Pipistrellus nathusii,0.0
1504569672214,0.346,1.0,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1504569672214,0.745,0.969,Pipistrellus pipistrellus,0.999,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1504569681261,0.378,1.0,Pipistrellus pipistrellus,1.0,Myotis daubentonii,0.0,Pipistrellus nathusii,0.0
1504569681261,0.615,1.0,Pipistrellus pipistrellus,1.0,Myotis daubentonii,0.0,Pipistrellus nathusii,0.0
1504569681261,0.453,0.999,Pipistrellus pipistrellus,0.996,Myotis daubentonii,0.003,Pipistrellus nathusii,0.001
1504569681261,0.534,1.0,Pipistrellus pipistrellus,0.996,Myotis daubentonii,0.004,Nyctalus leisleri,0.0
1504569681261,0.701,0.995,Pipistrellus pipistrellus,0.98,Myotis daubentonii,0.02,Pipistrellus pygmaeus,0.0
1504569681261,1.04,0.999,Pipistrellus pipistrellus,1.0,Myotis daubentonii,0.0,Pipistrellus nathusii,0.0
1504569681261,0.786,0.997,Pipistrellus pipistrellus,0.791,Myotis daubentonii,0.209,Pipistrellus pygmaeus,0.0
1504569681261,1.132,0.999,Pipistrellus pipistrellus,0.999,Myotis daubentonii,0.001,Nyctalus leisleri,0.0
