timestamp,call_time,prob_bat,c1,p1,c2,p2,c3,p3
1510696066436,1.735,0.991,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1510696066436,2.64,0.964,Pipistrellus pipistrellus,0.998,Pipistrellus nathusii,0.002,Nyctalus leisleri,0.0
1508830851958,2.559,0.996,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1508844354052,2.267,0.987,Pipistrellus nathusii,0.959,Pipistrellus pipistrellus,0.04,Nyctalus leisleri,0.001
1508923331769,0.501,0.964,Pipistrellus pipistrellus,1.0,Pipistrellus pygmaeus,0.0,Pipistrellus nathusii,0.0
1508938802171,0.205,0.996,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Pipistrellus pygmaeus,0.0
1508952397102,1.966,0.988,Nyctalus leisleri,1.0,Nyctalus noctula,0.0,Pipistrellus pipistrellus,0.0
1508952397102,2.834,0.957,Nyctalus leisleri,1.0,Pipistrellus pipistrellus,0.0,Nyctalus noctula,0.0
1508962075239,1.982,0.988,Nyctalus leisleri,0.614,Nyctalus noctula,0.386,Pipistrellus pipistrellus,0.0
1508968528967,1.095,0.952,Nyctalus leisleri,1.0,Nyctalus noctula,0.0,Pipistrellus pipistrellus,0.0
1509083596070,0.324,0.99,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1509099093670,2.893,0.953,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1509126765240,0.135,0.998,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1509126765240,1.885,0.991,Pipistrellus pipistrellus,0.739,Pipistrellus nathusii,0.259,Nyctalus leisleri,0.001
1509126765240,2.09,0.99,Pipistrellus pipistrellus,0.772,Pipistrellus nathusii,0.228,Nyctalus leisleri,0.0
1509126765240,2.177,0.998,Pipistrellus pipistrellus,0.929,Pipistrellus nathusii,0.071,Nyctalus leisleri,0.0
1509126765240,2.624,0.98,Pipistrellus nathusii,0.499,Pipistrellus pipistrellus,0.499,Nyctalus leisleri,0.002
1509126765240,2.359,0.974,Pipistrellus pipistrellus,0.609,Myotis daubentonii,0.326,Pipistrellus nathusii,0.027
1509126765240,2.446,0.957,Pipistrellus nathusii,0.903,Pipistrellus pipistrellus,0.096,Nyctalus leisleri,0.0
1509126765240,2.267,0.965,Pipistrellus pipistrellus,0.968,Pipistrellus nathusii,0.028,Myotis daubentonii,0.002
1509126765240,2.709,0.981,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1509130844747,1.057,0.994,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Myotis daubentonii,0.0
1509130844747,1.482,0.985,Pipistrellus pipistrellus,0.988,Pipistrellus nathusii,0.012,Nyctalus leisleri,0.0
1509130844747,1.342,1.0,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1509130844747,1.239,1.0,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Pipistrellus pygmaeus,0.0
1509130844747,1.567,0.999,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Nyctalus leisleri,0.0
1509130844747,1.719,0.951,Pipistrellus pipistrellus,1.0,Pipistrellus nathusii,0.0,Myotis daubentonii,0.0
1509130844747,1.961,0.961,Pipistrellus pipistrellus,0.995,Pipistrellus nathusii,0.004,Myotis daubentonii,0.001
1509271689562,0.049,0.999,Pipistrellus pipistrellus,0.999,Pipistrellus nathusii,0.001,Pipistrellus pygmaeus,0.0
