timestamp,call_time,prob_bat,c1,p1,c2,p2,c3,p3
1513068839104,0.119,0.954,Nyctalus leisleri,1.0,Pipistrellus nathusii,0.0,Myotis brandtii,0.0
1513068947308,2.44,0.978,Pipistrellus nathusii,1.0,Pipistrellus pygmaeus,0.0,Nyctalus leisleri,0.0
1513089241211,0.373,0.999,Pipistrellus nathusii,0.965,Nyctalus leisleri,0.035,Myotis brandtii,0.0
1513089241211,2.538,0.951,Nyctalus leisleri,0.998,Pipistrellus nathusii,0.001,Pipistrellus pipistrellus,0.0
1513091234825,1.228,0.999,Pipistrellus nathusii,1.0,Pipistrellus pipistrellus,0.0,Nyctalus leisleri,0.0
1513188530659,2.08,0.976,Nyctalus leisleri,1.0,Pipistrellus nathusii,0.0,Pipistrellus pipistrellus,0.0
1513188530659,2.489,0.988,Nyctalus leisleri,1.0,Pipistrellus pipistrellus,0.0,Pipistrellus nathusii,0.0
1513188530659,2.915,0.963,Pipistrellus nathusii,0.995,Nyctalus leisleri,0.004,Myotis brandtii,0.0
1513239579922,0.0,0.956,Nyctalus leisleri,0.932,Pipistrellus nathusii,0.028,Nyctalus noctula,0.026
1513239579922,0.065,0.985,Nyctalus leisleri,0.504,Pipistrellus nathusii,0.383,Pipistrellus pipistrellus,0.11
1513240066847,1.805,0.973,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1513240066847,2.484,0.988,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pygmaeus,0.0
1513240066847,2.898,0.999,Pipistrellus nathusii,1.0,Pipistrellus pipistrellus,0.0,Nyctalus leisleri,0.0
1513241311656,0.642,0.965,Pipistrellus nathusii,0.999,Nyctalus leisleri,0.001,Myotis brandtii,0.0
1513261967220,1.272,0.999,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1513261967220,2.494,0.957,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pygmaeus,0.0
1513267587296,2.316,0.996,Pipistrellus nathusii,0.987,Nyctalus leisleri,0.013,Pipistrellus pipistrellus,0.0
1513267587296,2.403,0.959,Pipistrellus nathusii,0.995,Pipistrellus pipistrellus,0.005,Nyctalus leisleri,0.0
1513272431906,1.04,0.984,Pipistrellus nathusii,0.575,Nyctalus leisleri,0.341,Pipistrellus pipistrellus,0.082
1513272431906,0.797,0.978,Nyctalus leisleri,0.995,Pipistrellus nathusii,0.002,Pipistrellus pipistrellus,0.002
1513272431906,1.557,0.961,Nyctalus leisleri,0.909,Pipistrellus nathusii,0.073,Pipistrellus pipistrellus,0.01
1513274452310,1.111,0.995,Pipistrellus nathusii,0.954,Nyctalus leisleri,0.021,Nyctalus noctula,0.011
1513276238696,1.45,0.957,Pipistrellus nathusii,0.764,Nyctalus leisleri,0.236,Myotis brandtii,0.0
1513276238696,1.551,0.988,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1513350172685,2.123,0.986,Pipistrellus pipistrellus,0.995,Pipistrellus nathusii,0.005,Nyctalus leisleri,0.0
1513350172685,2.101,0.995,Pipistrellus pygmaeus,0.406,Nyctalus leisleri,0.363,Pipistrellus pipistrellus,0.162
1513350172685,2.047,0.994,Pipistrellus pygmaeus,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1513362028756,1.336,0.958,Nyctalus leisleri,1.0,Myotis brandtii,0.0,Pipistrellus pipistrellus,0.0
1513373398005,0.368,0.96,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pygmaeus,0.0
1513373398005,0.734,0.972,Nyctalus leisleri,1.0,Pipistrellus pipistrellus,0.0,Pipistrellus nathusii,0.0
1513373398005,0.534,0.959,Pipistrellus pipistrellus,0.998,Pipistrellus nathusii,0.002,Pipistrellus pygmaeus,0.0
1513373398005,0.819,0.999,Pipistrellus nathusii,0.999,Nyctalus leisleri,0.001,Pipistrellus pipistrellus,0.0
1513373398005,1.724,0.963,Pipistrellus nathusii,0.992,Pipistrellus pipistrellus,0.008,Nyctalus leisleri,0.0
1513373398005,1.643,0.978,Pipistrellus nathusii,1.0,Pipistrellus pipistrellus,0.0,Nyctalus leisleri,0.0
1513373398005,2.565,0.997,Pipistrellus nathusii,0.768,Nyctalus leisleri,0.23,Myotis brandtii,0.001
1513423649737,2.554,0.984,Nyctalus leisleri,0.998,Pipistrellus nathusii,0.002,Pipistrellus pipistrellus,0.0
1513423649737,2.709,0.979,Pipistrellus nathusii,1.0,Nyctalus leisleri,0.0,Pipistrellus pipistrellus,0.0
1513426789392,2.64,0.971,Pipistrellus pipistrellus,0.924,Pipistrellus nathusii,0.073,Nyctalus leisleri,0.003
