"timestamp","call_time","prob_bat","c1","p1","c2","p2","c3","p3","datetime","date"
1521019254542,2.155,0.983,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Plecotus auritus",0,2018-03-14 09:20:54,2018-03-14
1521019254542,2.004,0.999,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-03-14 09:20:54,2018-03-14
1521019254542,1.923,0.999,"Pipistrellus pygmaeus",0.999,"Nyctalus leisleri",0.001,"Nyctalus noctula",0,2018-03-14 09:20:54,2018-03-14
1521022034695,0.276,0.981,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-03-14 10:07:14,2018-03-14
1521028362266,2.603,0.979,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-03-14 11:52:42,2018-03-14
1521028362266,2.635,0.992,"Pipistrellus nathusii",0.828,"Nyctalus leisleri",0.172,"Pipistrellus pipistrellus",0,2018-03-14 11:52:42,2018-03-14
1521033363323,0.932,0.961,"Pipistrellus nathusii",0.995,"Pipistrellus pipistrellus",0.004,"Nyctalus leisleri",0,2018-03-14 13:16:03,2018-03-14
1521039510142,1.024,0.999,"Pipistrellus nathusii",1,"Pipistrellus pygmaeus",0,"Pipistrellus pipistrellus",0,2018-03-14 14:58:30,2018-03-14
1521039510142,1.25,0.996,"Pipistrellus nathusii",1,"Pipistrellus pygmaeus",0,"Nyctalus leisleri",0,2018-03-14 14:58:30,2018-03-14
1521039510142,1.18,0.961,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pygmaeus",0,2018-03-14 14:58:30,2018-03-14
1521039510142,1.423,0.991,"Pipistrellus pipistrellus",0.987,"Nyctalus leisleri",0.008,"Pipistrellus nathusii",0.003,2018-03-14 14:58:30,2018-03-14
1521039510142,1.315,0.954,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-03-14 14:58:30,2018-03-14
1521039510142,1.746,0.964,"Pipistrellus pipistrellus",0.999,"Pipistrellus nathusii",0.001,"Nyctalus leisleri",0,2018-03-14 14:58:30,2018-03-14
1521045955364,2.247,0.999,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-03-14 16:45:55,2018-03-14
1521045955364,2.644,0.977,"Pipistrellus nathusii",1,"Pipistrellus pipistrellus",0,"Nyctalus leisleri",0,2018-03-14 16:45:55,2018-03-14
1521050278476,0.409,0.994,"Nyctalus noctula",0.994,"Pipistrellus pygmaeus",0.006,"Nyctalus leisleri",0,2018-03-14 17:57:58,2018-03-14
1521050278476,1.008,0.998,"Pipistrellus pygmaeus",1,"Pipistrellus pipistrellus",0,"Nyctalus leisleri",0,2018-03-14 17:57:58,2018-03-14
1521050278476,0.911,0.979,"Pipistrellus pygmaeus",0.991,"Pipistrellus pipistrellus",0.006,"Nyctalus leisleri",0.003,2018-03-14 17:57:58,2018-03-14
1521050278476,1.854,0.951,"Pipistrellus pygmaeus",0.999,"Nyctalus leisleri",0.001,"Pipistrellus pipistrellus",0,2018-03-14 17:57:58,2018-03-14
1521050540201,0.157,0.976,"Pipistrellus nathusii",0.997,"Pipistrellus pipistrellus",0.002,"Nyctalus leisleri",0.001,2018-03-14 18:02:20,2018-03-14
1521051136220,1.04,0.98,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-03-14 18:12:16,2018-03-14
1521051136220,1.616,0.959,"Nyctalus leisleri",0.749,"Pipistrellus pygmaeus",0.251,"Myotis daubentonii",0,2018-03-14 18:12:16,2018-03-14
1521053879913,2.489,0.952,"Plecotus auritus",0.951,"Pipistrellus nathusii",0.038,"Myotis nattereri",0.003,2018-03-14 18:57:59,2018-03-14
1521054295256,1.961,0.984,"Pipistrellus nathusii",0.986,"Pipistrellus pipistrellus",0.013,"Nyctalus leisleri",0.001,2018-03-14 19:04:55,2018-03-14
