"timestamp","call_time","prob_bat","c1","p1","c2","p2","c3","p3","datetime","date"
1522741639277,0.878,0.994,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,1.062,0.976,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Plecotus austriacus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,1.428,0.994,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,1.245,0.998,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Plecotus austriacus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,1.342,0.99,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Plecotus austriacus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,1.735,0.994,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,1.784,0.979,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,1.966,1,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,2.15,0.967,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,2.43,0.977,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,2.613,1,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-03 08:47:19,2018-04-03
1522741639277,2.725,0.981,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Myotis brandtii",0,2018-04-03 08:47:19,2018-04-03
1522741639277,2.877,0.987,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Myotis brandtii",0,2018-04-03 08:47:19,2018-04-03
1522741639277,2.693,0.953,"Pipistrellus pygmaeus",1,"Nyctalus leisleri",0,"Myotis brandtii",0,2018-04-03 08:47:19,2018-04-03
1522766500353,0.065,0.994,"Pipistrellus nathusii",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-04-03 15:41:40,2018-04-03
1522768689994,1.584,0.969,"Pipistrellus nathusii",1,"Pipistrellus pygmaeus",0,"Myotis brandtii",0,2018-04-03 16:18:09,2018-04-03
1522770106925,1.567,0.963,"Pipistrellus pipistrellus",0.998,"Pipistrellus nathusii",0.002,"Nyctalus leisleri",0,2018-04-03 16:41:46,2018-04-03
1522774362336,1.95,0.957,"Pipistrellus pipistrellus",0.996,"Pipistrellus nathusii",0.004,"Nyctalus leisleri",0,2018-04-03 17:52:42,2018-04-03
1522774935992,0.232,0.991,"Pipistrellus pipistrellus",1,"Nyctalus leisleri",0,"Pipistrellus nathusii",0,2018-04-03 18:02:15,2018-04-03
1522779313806,2.128,0.983,"Pipistrellus nathusii",0.591,"Pipistrellus pipistrellus",0.306,"Nyctalus leisleri",0.069,2018-04-03 19:15:13,2018-04-03
1522779313806,2.581,0.994,"Pipistrellus pipistrellus",0.971,"Pipistrellus nathusii",0.029,"Nyctalus leisleri",0,2018-04-03 19:15:13,2018-04-03
1522782075532,0.566,0.991,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-04-03 20:01:15,2018-04-03
1522783301876,1.822,0.954,"Pipistrellus pipistrellus",1,"Nyctalus leisleri",0,"Pipistrellus nathusii",0,2018-04-03 20:21:41,2018-04-03
1522783301876,1.649,0.971,"Pipistrellus pipistrellus",0.876,"Pipistrellus nathusii",0.124,"Nyctalus leisleri",0,2018-04-03 20:21:41,2018-04-03
1522783301876,2.37,0.99,"Pipistrellus pipistrellus",0.881,"Pipistrellus nathusii",0.119,"Nyctalus leisleri",0,2018-04-03 20:21:41,2018-04-03
1522783301876,2.392,0.995,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-04-03 20:21:41,2018-04-03
1522792909946,2.893,0.992,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-04-03 23:01:49,2018-04-03
1522792919055,0.362,0.964,"Pipistrellus nathusii",1,"Pipistrellus pipistrellus",0,"Nyctalus leisleri",0,2018-04-03 23:01:59,2018-04-03
1522792919055,0.631,0.992,"Pipistrellus pipistrellus",1,"Pipistrellus nathusii",0,"Nyctalus leisleri",0,2018-04-03 23:01:59,2018-04-03
1522792919055,0.986,0.965,"Pipistrellus nathusii",0.865,"Pipistrellus pipistrellus",0.135,"Nyctalus leisleri",0,2018-04-03 23:01:59,2018-04-03
1522792919055,1.445,0.987,"Pipistrellus pygmaeus",0.979,"Nyctalus leisleri",0.021,"Pipistrellus nathusii",0,2018-04-03 23:01:59,2018-04-03
1522792919055,1.524,0.965,"Pipistrellus nathusii",0.931,"Pipistrellus pipistrellus",0.069,"Nyctalus leisleri",0,2018-04-03 23:01:59,2018-04-03
