"timestamp","call_time","prob_bat","c1","p1","c2","p2","c3","p3","datetime","date"
1520935228640,1.838,0.962,"Nyctalus noctula",0.995,"Pipistrellus pipistrellus",0.003,"Nyctalus leisleri",0.003,2018-03-13 10:00:28,2018-03-13
1520935228640,2.123,0.971,"Nyctalus noctula",0.998,"Nyctalus leisleri",0.002,"Pipistrellus pipistrellus",0,2018-03-13 10:00:28,2018-03-13
1520935228640,2.242,0.958,"Nyctalus noctula",0.985,"Nyctalus leisleri",0.015,"Pipistrellus pipistrellus",0,2018-03-13 10:00:28,2018-03-13
1520935228640,2.348,0.963,"Nyctalus noctula",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-03-13 10:00:28,2018-03-13
1520935228640,2.408,0.961,"Nyctalus noctula",1,"Nyctalus leisleri",0,"Pipistrellus pipistrellus",0,2018-03-13 10:00:28,2018-03-13
1520935228640,2.294,0.964,"Nyctalus noctula",0.994,"Nyctalus leisleri",0.006,"Pipistrellus pipistrellus",0,2018-03-13 10:00:28,2018-03-13
